ID,ORIGINAL,TRANSLATE,CRASH,LIMITED
5206,OBJECT_BUILDING_DOORFRAME_SNOWSPIRE_01,Заснеженная дверная рамка,Ландшафт (не поднять),0
5207,OBJECT_SS_SHOP_CHARITY_DOOR_01,Заснеженная дверь,Ландшафт (не поднять),0
5208,OBJECT_ORACLE_RUBBLE_01,Кладка (частица Оракула),Ландшафт (не поднять),0
5209,OBJECT_ORACLE_RUBBLE_02,Кладка (частица Оракула),Ландшафт (не поднять),0
5210,OBJECT_ORACLE_RUBBLE_PILLAR_01,Столб (частица Оракула),Ландшафт (не поднять),0
5211,OBJECT_ORACLE_RUBBLE_TOWER_01,Башня (частица Оракула),Ландшафт (не поднять),0
5212,OBJECT_SNOWSPIRE_NECROPOLIS_VISTA,Вид Некрополя из Белогорья,Ландшафт (не поднять),0
5213,OBJECT_EVILDOOR_01,Мрачная дверь,Ландшафт (не поднять),0
5214,OBJECT_EVILDOOR_02,Мрачная дверь,Ландшафт (не поднять),0
5215,OBJECT_EVILDOOR_03,Мрачная дверь,Ландшафт (не поднять),0
5216,OBJECT_EVILDOOR_04,Мрачная дверь,Ландшафт (не поднять),0
5217,OBJECT_EVILDOOR_05,Мрачная дверь,Ландшафт (не поднять),0
5218,OBJECT_SW_SILVER_BIRCH_01,Береза (зеленая листва),Ландшафт (не поднять),0
5219,OBJECT_SW_SILVER_BIRCH_02,Береза (желтая листва),Ландшафт (не поднять),0
5220,OBJECT_SW_SILVER_BIRCH_03,Береза (оранжевая листва),Ландшафт (не поднять),0
5221,OBJECT_SW_SILVER_BIRCH_SAPLING_01,Береза (без листвы),Ландшафт (не поднять),0
5222,OBJECT_SW_SILVER_BIRCH_MULTISAPLING_01,Березы (3 штуки без листвы),Ландшафт (не поднять),0
5223,OBJECT_SW_SILVER_BIRCH_MULTISAPLING_02,Березы (5 штук без листвы),Ландшафт (не поднять),0
5224,OBJECT_TG_CIRCLE_CHALK_01,Ничего не появляется,"Ничего не появляется, сбоя нет",0
5225,OBJECT_TG_GLASS_01,Стеклянный бокал,Ландшафт (не поднять),0
5226,OBJECT_TG_COIN_GOLD_01,Золотая монета,Ландшафт (не поднять),0
5227,OBJECT_TG_JUG_01,Кувшин,Ландшафт (не поднять),0
5228,OBJECT_TG_TANKARD_01,Пивная кружка,Ландшафт (не поднять),0
5229,OBJECT_TG_POINTER_01,Стрелка в мини-играх,Ландшафт (не поднять),0
5230,OBJECT_TG_TABLE_FELT_01,Стол для мини-игр (со скатертью),Ландшафт (не поднять),0
5231,OBJECT_TG_TABLE_WOOD_01,Деревянный стол для мини-игр,Ландшафт (не поднять),0
5232,OBJECT_SPOT_THE_ADDITION_BASE,Ничего не появляется,"Ничего не появляется, сбоя нет",0
5233,OBJECT_TG_OBJECTS_LID_01,Крышка для мини-игры в заметь разницу,Ландшафт (не поднять),0
5234,OBJECT_TG_OBJECTS_APPLE_01,Фигурка яблока для мини-игры,Ландшафт (не поднять),0
5235,OBJECT_TG_OBJECTS_BALVERINE_01,Фигурка головы оборотня для мини-игры,Ландшафт (не поднять),0
5236,OBJECT_TG_OBJECTS_BOOT_01,Фигурка ботинка для мини-игры,Ландшафт (не поднять),0
5237,OBJECT_TG_OBJECTS_DAGGER_01,Фигурка меча для мини-игры,Ландшафт (не поднять),0
5238,OBJECT_TG_OBJECTS_DIARY_01,Фигурка книги для мини-игры,Ландшафт (не поднять),0
5239,OBJECT_TG_OBJECTS_FISH_01,Фигурка рыбы для мини-игры,Ландшафт (не поднять),0
5240,OBJECT_TG_OBJECTS_GRAVE_01,Фигурка могилы для мини-игры,Ландшафт (не поднять),0
5241,OBJECT_TG_OBJECTS_HOBBE_01,Фигурка хобба для мини-игры,Ландшафт (не поднять),0
5242,OBJECT_TG_OBJECTS_POTION_01,Фигурка зелья для мини-игры,Ландшафт (не поднять),0
5243,OBJECT_TG_OBJECTS_SKULLS_01,Фигурка черепов для мини-игры,Ландшафт (не поднять),0
5244,OBJECT_TG_OBJECTS_TANKARD_01,Пивная кружка,Ландшафт (не поднять),0
5245,OBJECT_TG_OBJECTS_TOADSTOOLS_01,Фигурка грибов для мини-игры,Ландшафт (не поднять),0
5246,OBJECT_TG_OBJECTS_TREE_01,Фигурка дерева для мини-игры,Ландшафт (не поднять),0
5247,OBJECT_TG_OBJECTS_WASP_01,Фигурка осы для мини-игры,Ландшафт (не поднять),0
5248,OBJECT_TG_SILVERCOIN_01,Серебряная монета,Ландшафт (не поднять),0
5249,OBJECT_BS_SLUM_PLAYING_CARD_FACE_DOWN_01,Игральная карта рубашкой вверх,Ландшафт (не поднять),0
5250,OBJECT_BS_SLUM_PLAYING_CARD_PACK_01,Колода игральных карт,Ландшафт (не поднять),0
5251,OBJECT_BS_SLUM_PLAYING_CARD,Ничего не появляется,"Ничего не появляется, сбоя нет",0
5252,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_01_ACE,Игральная карта (туз крести),Ландшафт (не поднять),0
5253,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_02,Игральная карта (два крести),Ландшафт (не поднять),0
5254,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_03,Игральная карта (три крести),Ландшафт (не поднять),0
5255,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_04,Игральная карта (четыре крести),Ландшафт (не поднять),0
5256,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_05,Игральная карта (пять крести),Ландшафт (не поднять),0
5257,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_06,Игральная карта (шесть крести),Ландшафт (не поднять),0
5258,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_07,Игральная карта (семь крести),Ландшафт (не поднять),0
5259,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_08,Игральная карта (восемь крести),Ландшафт (не поднять),0
5260,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_09,Игральная карта (девять крести),Ландшафт (не поднять),0
5261,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_10,Игральная карта (десять крести),Ландшафт (не поднять),0
5262,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_11_JACK,Игральная карта (валет крести),Ландшафт (не поднять),0
5263,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_12_QUEEN,Игральная карта (дама крести),Ландшафт (не поднять),0
5264,OBJECT_BS_SLUM_PLAYING_CARD_CLUBS_13_KING,Игральная карта (король крести),Ландшафт (не поднять),0
5265,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_01_ACE,Игральная карта (туз буби),Ландшафт (не поднять),0
5266,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_02,Игральная карта (два буби),Ландшафт (не поднять),0
5267,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_03,Игральная карта (три буби),Ландшафт (не поднять),0
5268,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_04,Игральная карта (четыре буби),Ландшафт (не поднять),0
5269,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_05,Игральная карта (пять буби),Ландшафт (не поднять),0
5270,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_06,Игральная карта (шесть буби),Ландшафт (не поднять),0
5271,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_07,Игральная карта (семь буби),Ландшафт (не поднять),0
5272,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_08,Игральная карта (восемь буби),Ландшафт (не поднять),0
5273,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_09,Игральная карта (девять буби),Ландшафт (не поднять),0
5274,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_10,Игральная карта (десять буби),Ландшафт (не поднять),0
5275,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_11_JACK,Игральная карта (валет буби),Ландшафт (не поднять),0
5276,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_12_QUEEN,Игральная карта (дама буби),Ландшафт (не поднять),0
5277,OBJECT_BS_SLUM_PLAYING_CARD_DIAMONDS_13_KING,Игральная карта (король буби),Ландшафт (не поднять),0
5278,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_01_ACE,Игральная карта (туз черви),Ландшафт (не поднять),0
5279,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_02,Игральная карта (два черви),Ландшафт (не поднять),0
5280,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_03,Игральная карта (три черви),Ландшафт (не поднять),0
5281,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_04,Игральная карта (четыре черви),Ландшафт (не поднять),0
5282,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_05,Игральная карта (пять черви),Ландшафт (не поднять),0
5283,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_06,Игральная карта (шесть черви),Ландшафт (не поднять),0
5284,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_07,Игральная карта (семь черви),Ландшафт (не поднять),0
5285,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_08,Игральная карта (восемь черви),Ландшафт (не поднять),0
5286,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_09,Игральная карта (девять черви),Ландшафт (не поднять),0
5287,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_10,Игральная карта (десять черви),Ландшафт (не поднять),0
5288,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_11_JACK,Игральная карта (валет черви),Ландшафт (не поднять),0
5289,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_12_QUEEN,Игральная карта (дама черви),Ландшафт (не поднять),0
5290,OBJECT_BS_SLUM_PLAYING_CARD_HEARTS_13_KING,Игральная карта (король черви),Ландшафт (не поднять),0
5291,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_01_ACE,Игральная карта (туз пики),Ландшафт (не поднять),0
5292,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_02,Игральная карта (два пики),Ландшафт (не поднять),0
5293,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_03,Игральная карта (три пики),Ландшафт (не поднять),0
5294,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_04,Игральная карта (четыре пики),Ландшафт (не поднять),0
5295,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_05,Игральная карта (пять пики),Ландшафт (не поднять),0
5296,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_06,Игральная карта (шесть пики),Ландшафт (не поднять),0
5297,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_07,Игральная карта (семь пики),Ландшафт (не поднять),0
5298,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_08,Игральная карта (восемь пики),Ландшафт (не поднять),0
5299,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_09,Игральная карта (девять пики),Ландшафт (не поднять),0
5300,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_10,Игральная карта (десять пики),Ландшафт (не поднять),0
5301,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_11_JACK,Игральная карта (валет пики),Ландшафт (не поднять),0
5302,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_12_QUEEN,Игральная карта (дама пики),Ландшафт (не поднять),0
5303,OBJECT_BS_SLUM_PLAYING_CARD_SPADES_13_KING,Игральная карта (король пики),Ландшафт (не поднять),0
5304,OBJECT_TRADER_CAULDRON_LIT,Котелок на огне,Ландшафт (не поднять),0
5305,OBJECT_TRADER_MARKETSTALL_01,Базарная палатка (большая),Ландшафт (не поднять),0
5306,OBJECT_TRADER_MARKETSTALL_02,Базарная палатка,Ландшафт (не поднять),0
5307,OBJECT_TRADER_MARKETSTALL_03,Базарная палатка (маленькая),Ландшафт (не поднять),0
5308,OBJECT_TRADER_MARKETSTALL_05,Базарная палатка,Ландшафт (не поднять),0
5309,OBJECT_TRADER_MARKETSTALL_06,Базарная палатка,Ландшафт (не поднять),0
5310,OBJECT_TRADER_BANNER_01,Флаг торговцев (фиолетовый),Ландшафт (не поднять),0
5311,OBJECT_TRADER_BANNER_02,Флаг торговцев (бежевый),Ландшафт (не поднять),0
5312,OBJECT_TRADER_BANNER_03,Флаг торговцев (синий),Ландшафт (не поднять),0
5313,OBJECT_TRADER_BANNER_04,Флаг торговцев (красный),Ландшафт (не поднять),0
5314,OBJECT_TRADER_TABLE_STOOLS_TWO,Стол на пеньке (для двух человек),Ландшафт (не поднять),0
5315,OBJECT_TRADER_TABLE_STOOLS_THREE,Стол на пеньке (для трех человек),Ландшафт (не поднять),0
5316,OBJECT_TRADER_TABLE_STOOLS_FOUR,Стол на пеньке (для четырех человек),Ландшафт (не поднять),0
5317,OBJECT_TRADER_BENCH_01,Деревянная скамейка,Ландшафт (не поднять),0
5318,OBJECT_SHOP_SIGN_ARMOURY,Значок магазина оружия (светится синим),Ландшафт (не поднять),0
5319,OBJECT_SHOP_SIGN_BARBERS,Значок лавки цирюльника (светится синим),Ландшафт (не поднять),0
5320,OBJECT_SHOP_SIGN_GENERALSTORE,Значок лавки универсальных товаров (светится синим),Ландшафт (не поднять),0
5321,OBJECT_SHOP_SIGN_TAILORS,Значок магазина одежды (светится синим),Ландшафт (не поднять),0
5322,OBJECT_SHOP_SIGN_TAVERN,Значок таверны (светится синим),Ландшафт (не поднять),0
5323,OBJECT_BARBERS_MIRROR,Зеркало,Ландшафт (не поднять),0
5324,OBJECT_STATUE_HERO_FATHER,Статуя отца Героя Оуквэйла,Ландшафт (не поднять),0
5325,OBJECT_WOODEN_LAMP_ON,Лампа на деревянном фонаре (светит),Ландшафт (не поднять),0
5326,OBJECT_WOODEN_LAMP_OFF,Лампа на деревянном фонаре (светит),Ландшафт (не поднять),0
5327,GENERIC_INTERNAL_FIREPLACE,Горящие поленья,Ландшафт (не поднять),0
5328,GENERIC_INTERNAL_FIREPLACE_SMALL,Горящие поленья (маленькие),Ландшафт (не поднять),0
5329,GENERIC_CHANDELIER,Люстра с горящими свечами,Ландшафт (не поднять),0
5330,GENERIC_CHANDELIER_OFF,Люстра с погашенными свечами,Ландшафт (не поднять),0
5331,GENERIC_CHANDELIER_LONG,Люстра с горящими свечами,Ландшафт (не поднять),0
5332,GENERIC_CHANDELIER_LONG_OFF,Люстра с погашенными свечами,Ландшафт (не поднять),0
5333,GENERIC_SCONCE,Подсвечник с тремя горящими свечами,Ландшафт (не поднять),0
5334,GENERIC_SCONCE_OFF,Подсвечник с тремя погашенными свечами,Ландшафт (не поднять),0
5335,BS_CART_01,Тележка,Ландшафт (не поднять),0
5336,BS_CART_DESTROYED_01,Сломанная тележка,Ландшафт (не поднять),0
5337,OAKVALE_SCREEN_02,Ширма (красная),Ландшафт (не поднять),0
5338,OAKVALE_SCREEN_03,Ширма (синяя),Ландшафт (не поднять),0
5339,OBJECT_HAYBALE,Стог сена,Ландшафт (не поднять),0
5340,OBJECT_HAYBALE_ON_FIRE,Стог сена,Ландшафт (не поднять),0
5341,OBJECT_TOWNBENCH_01,Скамейка,Ландшафт (не поднять),0
5342,OBJECT_TOWNBENCH_BROKEN_01,Скамейка (кривая),Ландшафт (не поднять),0
5343,OBJECT_WELL_OAKVALE,Колодец,Ландшафт (не поднять),0
5344,OBJECT_ROWINGBOAT_OAKVALE,Перевернутая лодка,Ландшафт (не поднять),0
5345,OBJECT_ROWINGBOAT_OAKVALE_WRECKED,Обломки перевернутой лодки,Ландшафт (не поднять),0
5346,OBJECT_CRATE_SMASHED_01,Разрушенный ящик,Ландшафт (не поднять),0
5347,OBJECT_CRATE_LARGE_SMASHED_01,Разрушенный длинный ящик,Ландшафт (не поднять),0
5348,OBJECT_CRATE_LARGE_01,Длинный ящик с закрытой крышкой,Ландшафт (не поднять),0
5349,OBJECT_CRATE_LARGE_OPEN_01,Длинный ящик с открытой крышкой,Ландшафт (не поднять),0
5350,OBJECT_CRATE_OPEN_01,Ящик (открытый),Ландшафт (не поднять),0
5351,OBJECT_CRATE_DONATION_01,Чаша для пожертвований (светится синим),Ландшафт (не поднять),0
5352,OBJECT_CRATE_01,Ящик,Ландшафт (не поднять),0
5353,OBJECT_CHEST_PATTERNED,"Сундук (квадратный,красивый)",Ландшафт (не поднять),0
5354,OBJECT_CHEST_PLAIN,Сундук (квадратный),Ландшафт (не поднять),0
5355,OBJECT_WINEBARREL,Бочка,Ландшафт (не поднять),0
5356,OBJECT_BOXCRATE,Коробка,Ландшафт (не поднять),0
5357,OBJECT_BOXCRATE_METAL,Ящик,Ландшафт (не поднять),0
5358,OBJECT_PLAINSACK,Мешок,Ландшафт (не поднять),0
5359,OBJECT_GRAIN_SPILT,Снег,Ландшафт (не поднять),0
5360,OBJECT_SUNDIAL_01,Часы,Ландшафт (не поднять),0
5361,OBJECT_WATCHPOST_01,Маленький домик,Ландшафт (не поднять),0
5362,OBJECT_STATUE_KNIGHT_01,Статуя,Ландшафт (не поднять),0
5363,OBJECT_MAIN_STEPS_NO_ARCH,Лестница при входе в Бауверстон,Ландшафт (не поднять),0
5364,OBJECT_LARGE_ARCH,Арка,Ландшафт (не поднять),0
5365,OBJECT_MAIN_STEPS_SMALL,Лестница (маленькая),Ландшафт (не поднять),0
5366,OBJECT_MAIN_STEPS_SMALL_DOUBLE,Лестница (средняя),Ландшафт (не поднять),0
5367,OBJECT_STEPS_FEATURE,Солнечные часы на постаменте,Ландшафт (не поднять),0
5368,OBJECT_POSH_BRIDGE,Роскошный мост,Ландшафт (не поднять),0
5369,OBJECT_MAIN_ARCH,Арка при входе в город,Ландшафт (не поднять),0
5370,OBJECT_HOPSCOTCH_BOARD,Каменная плитка,Ландшафт (не поднять),0
5371,OAKVALE_WINDOW_INTACT,Окно (можно разбить),Ландшафт (не поднять),0
5372,OAKVALE_WINDOW_BROKEN,Рамка с разбитым окном (можно сломать рамку),Ландшафт (не поднять),0
5373,OAKVALE_WINDOW_SHATTERED,Разбитое окно,Ландшафт (не поднять),0
5374,OBJECT_BUILDING_WINDOW_1,Квадратное окно (можно разбить),Ландшафт (не поднять),0
5375,OBJECT_BUILDING_WINDOW_1_HALFBROKEN,Покоцанное квадратное окно (можно разбить),Ландшафт (не поднять),0
5376,OBJECT_BUILDING_WINDOW_1_FULLBROKEN,Разбитое квадратное окно ,Ландшафт (не поднять),0
5377,OBJECT_BUILDING_WINDOW_2,Сдвоенное квадратное окно (можно разбить),Ландшафт (не поднять),0
5378,OBJECT_BUILDING_WINDOW_2_HALFBROKEN,Покоцанное сдвоенное квадратное окно (можно разбить),Ландшафт (не поднять),0
5379,OBJECT_BUILDING_WINDOW_2_FULLBROKEN,Разбитое сдвоенное квадратное окно,Ландшафт (не поднять),0
5380,OBJECT_BUILDING_CLOCKBIGHAND_1,Большая стрелка от часов (крутится),Ландшафт (не поднять),0
5381,OBJECT_BUILDING_CLOCKSMALLHAND_1,Маленькая стрелка от часов (крутится),Ландшафт (не поднять),0
5382,OBJECT_BUILDING_WEATHERVANE_SPINNER_1,Вращающийся флюгер с петухом,Ландшафт (не поднять),0
5383,OBJECT_BUILDING_WEATHERVANE_STATIC_1,Вращающийся флюгер с петухом (с указанием сторон света),Ландшафт (не поднять),0
5384,OBJECT_BUILDING_DOOR_3,Дверь от дома (можно разбить),Ландшафт (не поднять),0
5385,OBJECT_OPEN_DOORWAY,Ничего не появляется,"Ничего не появляется, сбоя нет",0
5386,OBJECT_WINDOW_CURTAIN,Оконные занавески,Ландшафт (не поднять),0
5387,OBJECT_POT_02,Горшок с супом,Ландшафт (не поднять),0
5388,OBJECT_CRATE_PILE,Кучка деревянных ящиков,Ландшафт (не поднять),0
5389,OBJECT_BLOCKING_DOOR,Закрытая дверь (светится синим),Ландшафт (не поднять),0
5390,OBJECT_BLOCKING_DOUBLE_DOOR,Закрытая дверь с окном (светится синим),Ландшафт (не поднять),0
5391,OBJECT_LOCKABLE_DOOR,Закрытая дверь с окном (светится синим),Ландшафт (не поднять),0
5392,OBJECT_CRATE_MOVEABLE,Деревянный ящик,Ландшафт (не поднять),0
5393,OBJECT_KNOTHOLE_LOG_MOVEABLE,Тексутры бревен,Ландшафт (не поднять),0
5394,OBJECT_TAVERN_TABLE_2_STOOLS,Стол таверны с 2 табуретами,Ландшафт (не поднять),0
5395,OBJECT_TAVERN_TABLE_3_STOOLS,Стол таверны с 3 табуретами,Ландшафт (не поднять),0
5396,OBJECT_TAVERN_TABLE_4_STOOLS,Стол таверны с 4 табуретами,Ландшафт (не поднять),0
5397,OBJECT_HOME_TABLE_2_STOOLS,Пустой стол с 2 табуретами,Ландшафт (не поднять),0
5398,OBJECT_HOME_TABLE_3_STOOLS,Пустой стол с 3 табуретами,Ландшафт (не поднять),0
5399,OBJECT_HOME_TABLE_4_STOOLS,Пустой стол с 4 табуретами,Ландшафт (не поднять),0
5400,OBJECT_TAVERN_GAME_TABLE,Стол для мини-игр,Ландшафт (не поднять),0
5401,OBJECT_TAVERN_TABLE_SHOVE_HA_PENNY,Стол для мини-игр,Ландшафт (не поднять),0
5404,COIN_GOLF_GOAL_OBJECT,Лунка для настольного гольфа,Ландшафт (не поднять),0
5405,OBJECT_COIN_GOLF_OBSTACLE_SMALL,Стакан для настольного гольфа,Ландшафт (не поднять),0
5406,OBJECT_COIN_GOLF_OBSTACLE_MEDIUM,Стакан для настольного гольфа,Ландшафт (не поднять),0
5407,OBJECT_COIN_GOLF_OBSTACLE_LARGE,Кувшин для настольного гольфа,Ландшафт (не поднять),0
5409,OBJECT_TAVERN_TABLE_COIN_GOLF,Стол для мини-игр,Ландшафт (не поднять),0
5410,OBJECT_TAVERN_TABLE_COIN_GOLF_SNOWSPIRE,Стол для мини-игр,Ландшафт (не поднять),0
5411,OBJECT_GAME_POINTER_01,Игровая монетка,Ландшафт (не поднять),0
5412,OBJECT_TAVERN_CARD_GAME_TABLE,Стол для мини-игр,Ландшафт (не поднять),0
5413,OBJECT_TAVERN_TABLE_CARD_PAIRS,Стол для мини-игр,Ландшафт (не поднять),0
5414,OBJECT_TAVERN_TABLE_CARD_SORTING,Стол для мини-игр,Ландшафт (не поднять),0
5415,OBJECT_TAVERN_TABLE_CARD_BLACKJACK,Стол для мини-игр,Ландшафт (не поднять),0
5416,OBJECT_TAVERN_TABLE_CARD_BLACKJACK_DARKWOOD,Стол для мини-игр,Ландшафт (не поднять),0
5417,OBJECT_VILLAGE_TAVERN_TANKARD,Пивная кружка,Ландшафт (не поднять),0
5418,OBJECT_VILLAGE_TAVERN_JUG,Кувшин,Ландшафт (не поднять),0
5419,OBJECT_VILLAGE_TAVERN_BAR,Барная стойка,Ландшафт (не поднять),0
5420,OBJECT_VILLAGE_TAVERN_APPLE,Зеленое яблоко,Ландшафт (не поднять),0
5421,OBJECT_WINE_SKIN_01,Кувшин вина,Ландшафт (не поднять),0
5422,OBJECT_SAW_01,Пила,Ландшафт (не поднять),0
5423,OBJECT_PIE_APPLE_QUARTER_01,Кусок яблочного пирога,Ландшафт (не поднять),0
5424,OBJECT_PIE_BLUEBERRY_QUARTER_01,Кусок черничного пирога,Ландшафт (не поднять),0
5425,OBJECT_PIE_REDCURRANT_QUARTER_01,Кусок клубничного пирога,Ландшафт (не поднять),0
5426,OBJECT_BOTTLE_01,Бутылка прозрачная стеклянная,Ландшафт (не поднять),0
5427,OBJECT_BOTTLE_02,Бутылка зеленая лежит,Ландшафт (не поднять),0
5428,OBJECT_BOTTLE_BANDIT_01,Бутылка зеленая стоит,Ландшафт (не поднять),0
5429,OBJECT_CLEANING_CLOTH_01,Чистящая ткань,Ландшафт (не поднять),0
5430,OBJECT_STEWPOT_01,Кастрюля с ручкой,Ландшафт (не поднять),0
5431,OBJECT_SPOON_01,Большая ложка,Ландшафт (не поднять),0
5432,OBJECT_SOUPBOWL_01,Тарелка с супом,Ландшафт (не поднять),0
5433,OBJECT_VASE_01,Ваза широкая,Ландшафт (не поднять),0
5434,OBJECT_VASE_02,Ваза узкая,Ландшафт (не поднять),0
5435,OBJECT_VASE_03,Ваза с ручкой,Ландшафт (не поднять),0
5436,OBJECT_SPOON,Деревянная ложка,Ландшафт (не поднять),0
5437,OBJECT_WITCH_SPOON,Ложка ведьмы,Ландшафт (не поднять),0
5438,OBJECT_SIGNPOST2,Доска с объявлениями (светится синим),Ландшафт (не поднять),0
5439,OBJECT_POT_01,Горшок большой,Ландшафт (не поднять),0
5440,OBJECT_POT_03,Горшок маленький без ручек,Ландшафт (не поднять),0
5441,OBJECT_POT_04,Горшок маленький с ручками,Ландшафт (не поднять),0
5442,OBJECT_PLATE,Блюдце,Ландшафт (не поднять),0
5443,OBJECT_KETTLE,Чайник,Ландшафт (не поднять),0
5444,OBJECT_JAR,Банка с вареньем,Ландшафт (не поднять),0
5445,OBJECT_CANDLES,Подсвечник со свечами,Ландшафт (не поднять),0
5446,OAKVALE_SCREEN_01,Ширма с лошадью,Ландшафт (не поднять),0
5447,OBJECT_WELL,Колодец,Ландшафт (не поднять),0
5448,OBJECT_WELL_STONE_CIRCLE,Колодец с оградой,Ландшафт (не поднять),0
5449,OBJECT_WAGON,Телега,Ландшафт (не поднять),0
5450,OBJECT_SHOP_SIGN_CIRCULAR,"Значок магазина (круглый, светится)",Ландшафт (не поднять),0
5451,OBJECT_SHOP_SIGN_SPHERICAL,"Значок магазина (сферический, светится)",Ландшафт (не поднять),0
5452,OBJECT_SHOP_SIGN_SQUARE,"Значок магазина (квадратный, светится)",Ландшафт (не поднять),0
5453,OBJECT_PLINTH_01,Уголок постамента,Ландшафт (не поднять),0
5454,OBJECT_FLOURSACK,Мешок муки,Ландшафт (не поднять),0
5455,OBJECT_GRAINSACK,Мешок зерна,Ландшафт (не поднять),0
5456,OBJECT_FULLBASKET,Полная корзина ягод,Ландшафт (не поднять),0
5457,OBJECT_FULLBUCKET,Полное ведро воды,Ландшафт (не поднять),0
5458,OBJECT_EXPLODING_BARREL,Взрывающаяся деревянная бочка,Ландшафт (не поднять),0
5459,OBJECT_BARREL1,Деревянная бочка (можно разбить),Ландшафт (не поднять),0
5460,OBJECT_BUILDING_WINDOW_3,Рисунок на окне (сетка из квадратов),Ландшафт (не поднять),0
5461,OBJECT_BUILDING_WINDOW_4,Рисунок на окне (сетка из кругов),Ландшафт (не поднять),0
5462,OBJECT_GAME_MODEL,Ничего не появляется,"Ничего не появляется, сбоя нет",0
5463,OBJECT_GAME_MODEL_BEAR,Игрушечная модель медведя,Ландшафт (не поднять),0
5464,OBJECT_GAME_MODEL_BEAR_CUB,Игрушечная модель медвжонка,Ландшафт (не поднять),0
5465,OBJECT_GAME_MODEL_DOG_01,Игрушечная модель собаки,Ландшафт (не поднять),0
5466,OBJECT_GAME_MODEL_DUCK,Игрушечная модель утки,Ландшафт (не поднять),0
5467,OBJECT_GAME_WAREHOUSE,Игрушечный склад,Ландшафт (не поднять),0
5468,OBJECT_GAME_TOWNHOUSE,Игрушечный домик,Ландшафт (не поднять),0
5469,OBJECT_GAME_TOTEM,Игрушечный тотем,Ландшафт (не поднять),0
5470,OBJECT_GAME_SHIP,Игрушечный кораблик,Ландшафт (не поднять),0
5471,OBJECT_GAME_WINDMILL,Игрушечная ветреная мельница,Ландшафт (не поднять),0
5472,OBJECT_GAME_COVER,Крышка для игры в заметь разницу,Ландшафт (не поднять),0
5473,OBJECT_TAVERN_TABLE_SPOT_THE_ADDITION,Стол для игры в ,Ландшафт (не поднять),0
5474,OBJECT_IRON_LONGSWORD,Железный меч,Оружие,0
5475,OBJECT_IRON_KATANA,Железная катана,Оружие,0
5476,OBJECT_IRON_CUTLASS,Железный тесак,Оружие,0
5477,OBJECT_IRON_AXE,Железный топор,Оружие,0
5478,OBJECT_IRON_MACE,Железная палица,Оружие,0
5479,OBJECT_IRON_HAMMER,Железный клевец,Оружие,0
5480,OBJECT_IRON_WARHAMMER,Железный молот,Оружие,0
5481,OBJECT_IRON_BATTLEAXE,Железная секира,Оружие,0
